10.7739,11,60,1,1,26,56,36,9,11,9,6,17,1,6,11,7,8,7,2,72,10,28,
10.8393,6,52,1,1,5,18,27,9,31,5,5,45,0,11,11,5,21,11,7,27,10,16,
10.9009,8,76,1,1,10,41,20,7,8,7,7,42,0,8,11,4,12,7,4,15,5,12,
10.9665,9,88,1,1,33,51,29,7,18,6,3,15,1,6,15,3,18,7,1,65,12,23,
11.0318,6,45,1,1,29,61,39,7,24,5,5,15,0,6,12,3,9,10,3,71,8,27,
11.0935,8,8,1,1,16,23,22,8,27,7,8,45,0,7,11,3,15,8,3,41,3,18,
11.1592,10,80,1,1,25,25,17,8,25,4,5,40,0,8,15,3,19,14,4,26,9,19,
11.2244,12,81,1,1,30,61,18,9,9,6,6,38,1,8,13,3,23,9,1,69,7,22,
11.29,6,68,1,1,27,54,40,8,28,11,11,17,0,8,9,6,15,10,2,70,12,24,
11.3556,13,57,1,0,18,27,27,8,25,4,10,36,1,8,9,5,19,12,1,18,10,22,
11.4207,6,90,1,0,19,37,16,5,13,5,11,30,1,9,14,3,19,10,1,22,9,14,
11.4828,8,89,1,1,37,67,20,3,19,7,12,15,1,9,10,1,19,6,2,69,17,19,
11.5479,9,13,0,1,29,60,39,5,29,9,5,7,1,5,15,1,14,6,6,58,13,22,
11.6134,8,18,0,1,25,37,16,4,33,5,10,39,1,7,14,1,19,3,7,38,2,19,
11.6788,9,92,0,1,14,52,17,2,20,6,10,38,1,6,15,0,23,15,1,21,11,17,
11.7406,6,88,0,1,27,61,11,6,21,7,11,24,1,6,9,0,22,11,3,70,11,24,
11.8061,11,52,1,1,23,48,38,7,28,7,6,37,0,8,8,3,14,6,4,67,12,29,
11.8714,6,65,1,1,21,32,23,8,26,6,12,43,1,8,9,8,13,7,4,26,11,16,
11.9366,6,96,1,1,12,26,23,9,0,6,8,42,0,6,13,3,18,12,2,32,10,19,
12.0021,11,84,1,1,32,66,33,6,45,7,5,24,0,5,11,4,23,10,2,80,11,26,
12.0638,7,55,1,0,31,62,39,8,48,3,9,24,1,4,13,5,16,9,5,55,10,24,
12.1254,0,29,1,0,26,34,25,8,44,3,8,40,1,8,6,5,7,8,2,42,8,19,
12.1947,11,90,1,1,22,24,16,10,28,2,5,27,1,8,14,3,24,14,0,26,10,18,
12.2602,11,55,1,0,30,59,26,3,38,7,11,31,1,7,10,5,20,11,3,70,12,24,
12.3219,9,19,0,1,23,62,39,6,45,5,11,39,1,6,11,6,14,7,2,53,11,18,
12.3872,14,2,0,1,28,16,6,4,43,6,7,41,1,5,17,3,23,7,5,21,6,21,
12.4527,15,89,0,1,39,34,13,8,31,1,11,32,1,4,14,0,23,7,1,32,9,19,
12.5182,12,71,1,1,28,67,39,9,29,8,11,16,1,7,14,2,13,8,1,66,16,21,
12.5803,17,50,0,1,9,62,42,8,44,4,7,34,1,6,15,5,13,5,4,36,15,18,
12.6453,13,36,0,1,20,44,12,8,41,8,6,37,1,6,15,4,20,5,5,40,14,20,
12.7108,15,82,1,1,28,43,16,7,27,7,7,46,0,8,14,3,19,13,1,44,10,23,
12.7762,14,76,1,1,29,64,31,8,19,8,4,36,1,6,11,6,19,9,1,76,13,26,
12.8384,7,61,1,0,19,57,34,8,43,4,8,16,1,8,13,6,21,10,3,33,10,22,
12.9034,10,15,1,0,21,29,9,8,37,9,6,35,1,8,13,5,12,13,3,17,10,18,
12.9688,15,88,1,0,28,31,15,8,33,2,5,32,1,7,12,3,19,11,1,41,9,17,
13.0342,6,80,1,0,32,62,37,5,22,4,11,40,1,5,15,4,18,6,2,65,17,19,
13.0997,10,16,0,1,7,53,40,8,46,4,12,22,1,4,12,1,17,7,8,41,13,23,
13.1613,9,36,0,1,30,40,17,4,44,9,9,39,1,6,15,3,29,9,7,40,12,12,
13.2269,13,91,1,1,32,39,25,5,40,3,6,37,1,6,15,0,24,12,1,51,9,19,
13.2923,11,69,1,1,31,61,29,8,25,5,7,26,0,9,11,1,20,9,1,71,15,27,
13.3539,9,39,0,1,28,57,36,8,44,6,5,40,0,6,11,6,11,8,4,27,8,24,
13.4195,11,37,1,1,17,29,10,6,40,8,5,40,0,8,15,3,23,13,3,13,11,17,
13.4848,13,90,1,1,27,37,13,8,38,6,9,50,0,9,12,3,19,5,1,45,9,23,
13.5503,4,50,1,1,33,65,41,9,24,7,6,23,1,9,7,5,22,10,0,74,12,21,
13.6159,11,48,1,0,29,52,39,8,42,2,11,37,1,8,12,7,17,13,5,21,7,24,
