7.3695	23	18	0	2	13	38	6	21	12	14	10	10	1	10	10	19	103	12	2	10	19	37
7.431	29	21	1	2	11	51	28	20	12	12	11	18	0	11	9	17	105	13	2	5	23	28
7.4963	25	21	1	2	11	45	13	19	24	10	10	10	1	11	10	18	101	14	1	10	18	28
7.5579	26	26	1	2	13	50	19	20	7	14	6	18	1	6	8	15	106	11	2	6	19	30
7.6193	20	25	0	2	12	43	10	20	21	12	7	19	1	10	12	19	104	10	2	7	22	31
7.6807	28	23	1	2	9	42	19	19	1	11	9	19	1	11	9	19	105	13	2	8	23	32
7.7461	27	24	1	1	13	40	28	18	19	11	10	16	1	10	6	17	94	12	1	10	17	36
7.8077	28	27	0	2	13	36	12	23	9	13	14	13	1	9	8	18	105	11	2	6	17	30
7.8692	21	25	0	2	11	50	25	20	25	12	7	16	1	12	8	16	103	10	2	8	17	31
7.9348	26	23	1	2	14	49	0	20	5	11	10	19	0	10	3	19	101	13	2	6	23	31
7.9968	31	26	1	1	12	49	30	17	19	12	9	7	1	10	6	18	93	12	1	10	18	31
8.0579	29	25	1	1	12	37	19	19	10	11	12	15	1	11	8	19	106	13	1	6	18	32
8.1194	19	21	0	2	13	50	35	20	16	14	7	17	1	9	6	14	96	13	2	3	13	32
8.1845	29	21	1	2	9	44	0	19	13	15	9	20	0	11	4	19	106	13	2	10	14	27
8.2462	20	19	1	2	9	49	11	20	22	12	11	14	1	10	2	19	105	12	2	7	23	28
8.3115	25	24	1	1	10	46	13	18	12	14	10	13	1	11	10	19	106	13	1	9	14	33
8.3729	24	25	0	2	10	52	15	20	16	11	7	13	0	9	10	15	108	10	2	4	24	31
8.4349	23	24	1	2	10	44	2	21	7	10	10	13	0	11	7	19	105	13	2	3	20	29
8.496	23	24	1	2	12	48	17	18	12	11	11	16	1	9	5	18	106	12	1	7	19	31
8.5574	22	22	0	2	11	45	0	23	7	12	10	12	1	9	11	19	96	13	1	8	13	26
8.6226	24	26	0	2	13	51	16	21	0	13	12	16	1	10	7	15	99	9	2	7	20	31
8.6843	23	25	0	2	8	46	6	20	10	14	8	15	1	10	11	19	107	13	2	6	17	27
8.7496	28	23	1	2	11	51	15	27	10	11	13	17	1	10	4	19	110	13	2	7	23	28
8.8111	26	26	1	2	12	38	5	20	23	10	10	15	1	10	3	19	92	12	1	4	16	43
