10.33,26,28,2,2,19,34,25,17,23,13,23,20,1,1,5,22,5,12,1,23,25,42,,,,,,,
10.3951,23,32,2,3,18,38,36,25,35,16,20,18,1,1,9,19,2,14,1,21,23,42,,,,,,,
10.4566,23,31,1,3,16,38,21,22,32,15,19,28,1,1,5,21,13,11,2,21,22,45,,,,,,,
10.5184,28,28,2,3,16,38,32,24,18,16,19,18,0,2,13,16,14,8,2,17,26,41,,,,,,,
10.5838,26,27,2,3,16,31,17,23,34,13,21,27,0,1,3,22,15,13,2,15,28,35,,,,,,,
10.6453,28,30,2,2,18,37,30,20,27,14,19,16,1,2,3,16,11,11,1,22,27,38,,,,,,,
10.707,26,29,2,2,15,29,26,25,32,15,23,24,1,0,5,17,6,12,1,21,24,39,,,,,,,
10.772,25,32,1,3,18,36,18,23,24,16,16,22,1,2,3,17,14,11,2,21,24,42,,,,,,,
10.834,27,28,2,3,17,30,25,24,29,15,22,26,0,1,10,16,14,12,2,15,25,37,,,,,,,
10.8953,28,30,2,3,16,38,9,24,32,15,20,23,1,4,3,21,9,11,2,17,27,36,,,,,,,
10.9567,30,29,2,3,16,35,32,26,34,13,21,24,1,1,4,14,3,13,2,17,27,39,,,,,,,
11.0219,28,29,2,2,18,30,6,20,31,15,21,16,1,2,8,22,15,11,1,21,27,41,,,,,,,
11.0837,24,29,2,3,16,34,36,24,29,15,22,22,1,2,7,18,15,12,1,23,26,40,,,,,,,
11.1451,25,31,1,3,16,36,22,22,28,16,18,20,1,3,5,19,10,11,2,21,24,38,,,,,,,
11.2065,27,29,2,3,15,39,36,25,32,15,18,23,0,3,9,15,9,11,2,13,27,38,,,,,,,
11.2719,28,28,2,3,12,38,17,18,28,13,18,23,0,1,2,20,13,11,2,19,27,33,,,,,,,
11.3334,29,30,2,2,18,39,34,26,34,13,20,20,1,4,2,15,4,5,2,19,28,35,,,,,,,
11.395,28,28,2,2,18,30,29,21,27,15,20,15,1,1,4,21,6,11,1,21,26,40,,,,,,,
11.4602,22,27,2,2,18,38,38,26,32,15,20,21,1,4,7,18,8,12,1,20,25,41,,,,,,,
11.5218,25,29,2,3,17,37,16,22,27,16,19,25,1,0,5,20,15,10,2,21,23,37,,,,,,,
11.5833,24,30,2,3,16,40,34,25,30,16,20,24,0,6,7,13,0,12,2,19,26,38,,,,,,,
11.6485,28,25,2,3,15,30,31,17,30,15,22,26,0,2,3,22,12,12,2,17,27,33,,,,,,,
11.7099,30,26,2,2,18,34,34,23,36,12,18,18,1,1,6,21,4,7,2,15,26,36,,,,,,,
11.7715,27,29,2,2,14,39,13,17,33,16,23,20,1,1,2,21,15,11,2,18,25,37,,,,,,,
11.8329,26,29,2,3,18,32,33,24,28,14,16,20,1,3,5,15,1,16,1,21,24,41,,,,,,,
11.8982,24,28,2,3,17,34,26,21,27,17,21,22,1,2,5,19,13,6,2,19,23,40,,,,,,,
11.9598,26,32,1,3,16,39,39,24,29,18,17,18,1,3,6,15,9,13,2,20,27,39,,,,,,,
12.0213,26,21,2,3,15,37,1,26,28,15,20,27,0,1,5,20,16,10,2,18,26,37,,,,,,,
